company_name,Assignments,email_invalid,phone_invalid,num_matches,num_jumps,max_change,registered_name,is_registered,trustpilot_score,score_category,is_reviewed
future health technologies limited,1,False,False,2.0,2.0,163.1578947368421,,False,4.0,3-4,True
scotnursing & medical services (snms),1,True,False,2.0,0.0,0.0,scotnursing & medical services limited,True,,No Score,False
the whitehall clinic,1,True,False,1.0,0.0,0.0,,False,,No Score,False
123covidtests,1,False,False,2.0,1.0,550.0,,False,1.4,1-2,True
travel klinix,1,True,False,1.0,0.0,0.0,,False,,No Score,False
goodbody clinic,1,True,False,1.0,0.0,0.0,,False,,No Score,False
future healthcare ltd,1,True,False,2.0,1.0,15.485564304461944,future healthcare limited,True,,No Score,False
covid test hub,1,False,False,2.0,1.0,45.2513966480447,,False,,No Score,False
oscartech uk,1,True,False,1.0,1.0,10.32258064516129,oscartechno limited,True,1.4,1-2,True
covid travel clinics,1,True,False,4.0,3.0,67.10526315789474,,False,,No Score,False
fit2fly24/7 ltd,1,True,False,1.0,1.0,29.403459230497702,,False,4.7,4-5,True
123 covid labs,1,False,False,1.0,2.0,650.0,,False,2.8,2-3,True
the medic clinic,1,False,False,1.0,0.0,0.0,,False,,No Score,False
roshni clinic,1,True,False,1.0,0.0,0.0,,False,,No Score,False
elements medical,1,True,False,2.0,2.0,33.035714285714285,four elements medical services ltd,True,,No Score,False
protein technologies ltd / rapiditydx,1,True,False,3.0,0.0,0.0,,False,,No Score,False
recovery4life,1,True,False,1.0,0.0,0.0,recovery 4 life limited,True,,No Score,False
af aesthetics (enoura medical),1,False,False,2.0,1.0,30.869565217391305,,False,,No Score,False
1  harley medic international,1,False,False,4.0,1.0,61.0062893081761,,False,4.4,4-5,True
john bell & croyden,1,False,False,1.0,0.0,0.0,,False,,No Score,False
confirm testing,0,False,False,2.0,6.0,295.0,,False,4.1,4-5,True
heathrow medical services llp,1,True,False,3.0,1.0,17.098445595854923,,False,2.5,2-3,True
worldwide travel health clinic,1,True,False,4.0,2.0,14.716846173950124,,False,,No Score,False
vivo clinic,1,True,False,1.0,2.0,19.597989949748744,vivo clinic birmingham limited,True,,No Score,False
.004 medical testing,0,True,False,7.0,6.0,209.375,j2 medical testing uk ltd,True,3.4,3-4,True
winchester gp,1,True,False,1.0,0.0,0.0,winchester & weywood inc ,True,4.9,4-5,True
bestway national chemists t/a well pharmacy ltd,1,True,False,1.0,0.0,0.0,bestway national chemists limited,True,3.7,3-4,True
0001travelscreening,1,False,False,1.0,0.0,0.0,,False,,No Score,False
outcome diagnostics t/a 123 tests,1,False,False,2.0,0.0,0.0,,False,,No Score,False
001expert covid testing uk,1,False,False,5.0,1.0,550.0,,False,3.1,3-4,True
pct healthcare,1,True,False,2.0,1.0,14.285714285714285,pct healthcare limited,True,,No Score,False
confirm testing limited,0,False,False,2.0,6.0,295.0,,False,4.6,4-5,True
1 stop covid shop,0,True,True,1.0,11.0,775.0,1 stop covid testing ltd,True,1.6,1-2,True
covguard premium,1,True,False,2.0,2.0,6.097560975609756,,False,,No Score,False
d&a screening ltd,1,False,False,1.0,1.0,6.711409395973154,,False,,No Score,False
midland covid testing limited,1,True,True,4.0,1.0,6.063193851409053,ais covid testing ltd,True,,No Score,False
t consultants ltd,1,False,False,2.0,2.0,11.11111111111111,independant training and education consultants ltd,True,,No Score,False
the walcote practice,1,True,False,1.0,0.0,0.0,,False,,No Score,False
107 harley street,1,False,False,5.0,1.0,15.617128463476076,,False,,No Score,False
randox laboratories,1,True,False,2.0,0.0,0.0,,False,,No Score,False
medical logistics / samedaycoronavirustests.com,1,True,False,3.0,0.0,0.0,,False,3.1,3-4,True
rb health and safety solutions ltd,1,True,False,1.0,0.0,0.0,,False,,No Score,False
rivahealth,1,True,False,1.0,0.0,0.0,riva health and beauty limited,True,,No Score,False
nationwide pathology limited,1,True,False,2.0,2.0,23.423423423423426,,False,,No Score,False
weston road pharmacy,1,True,False,1.0,0.0,0.0,,False,,No Score,False
heald green pharmacy,1,True,False,2.0,1.0,2.702702702702702,,False,,No Score,False
expert covid testing uk,1,False,False,5.0,1.0,550.0,,False,3.1,3-4,True
medical,0,True,False,73.0,6.0,76.8172888015717,medical synergies ltd,True,,No Score,False
blue horizon medicals,1,True,False,2.0,1.0,19.55056179775281,,False,,No Score,False
visithealth limited,1,True,False,1.0,0.0,0.0,,False,,No Score,False
southdowns private healthcare,1,False,False,1.0,0.0,0.0,,False,,No Score,False
mdx healthcare ltd t/a medix,1,True,False,2.0,2.0,69.74358974358974,,False,,No Score,False
covid test centre,1,False,False,3.0,1.0,27.247191011235948,,False,,No Score,False
pharmesthetics ltd (t/a http://www.samedayclinic.co.uk),1,False,False,2.0,0.0,0.0,,False,3.3,3-4,True
medicines online ltd,0,True,False,2.0,8.0,245.00000000000003,,False,3.1,3-4,False
100 covid clear,0,False,False,2.0,9.0,3495.959595959596,,False,3.1,3-4,True
north devon travel clinic,1,False,True,1.0,3.0,64.1025641025641,south devon travel clinic ltd,True,,No Score,False
vanite clinic,1,True,False,3.0,1.0,21.7032967032967,,False,,No Score,False
midlands ultrasound and medical services,1,True,False,2.0,1.0,30.23255813953488,,False,4.0,3-4,True
pulmonics,1,False,False,1.0,1.0,20.0,,False,,No Score,False
expert doctors,0,True,False,3.0,9.0,1081.081081081081,expert doctors ltd,True,3.9,3-4,True
well pharmacy (bestway national chemists ltd),1,True,False,2.0,1.0,15.909090909090908,,False,4.3,4-5,True
"cheltenham, west midlands & worcester travel clinics",1,False,True,2.0,0.0,0.0,,False,3.3,3-4,True
biolab london ltd,1,False,False,1.0,0.0,0.0,,False,4.9,4-5,True
black and banton,1,True,False,1.0,0.0,0.0,black & banton occupational and physical health limited,True,3.0,2-3,True
healthclic,1,False,False,11.0,2.0,14.428473177441548,healthclick ltd,True,,No Score,False
minton treharne & davies laboratories,1,True,False,2.0,2.0,26.31578947368421,,False,2.5,2-3,True
expert tms limited,0,False,False,3.0,7.0,2304.6092184368736,,False,,No Score,False
msh medical,1,True,False,4.0,1.0,44.48669201520912,msh medical spa holding ltd,True,3.9,3-4,True
medical logistics,1,True,False,3.0,0.0,0.0,medical logistics ltd,True,3.1,3-4,True
affinity health,1,True,False,1.0,0.0,0.0,affinity health ltd,True,,No Score,False
covid clear clinic,1,False,False,1.0,0.0,0.0,,False,3.5,3-4,True
ramss limited,1,False,False,2.0,1.0,1.818181818181818,,False,3.4,3-4,True
covguard,1,True,False,2.0,2.0,6.097560975609756,,False,,No Score,False
coronafocus by oncologica uk,1,False,False,2.0,2.0,20.0,,False,,No Score,False
sloane square medical,1,True,False,2.0,1.0,4.3478260869565215,,False,,No Score,False
dr mo private clinic,1,False,False,5.0,1.0,16.373239436619713,blackwater private clinic ltd,True,,No Score,False
candarin medical,1,True,False,2.0,1.0,24.88888888888889,,False,,No Score,False
good egg medical,1,True,False,3.0,3.0,44.11764705882353,,False,3.2,3-4,True
js biomedical ltd,1,False,False,2.0,1.0,12.5,jsm biomedical services ltd,True,,No Score,False
mayfair pharmacy,1,False,False,1.0,0.0,0.0,,False,3.4,3-4,True
covid testing laboratories,1,True,False,4.0,3.0,41.37931034482759,,False,3.1,3-4,True
118testing,1,True,True,2.0,3.0,363.3333333333333,,False,,No Score,False
optimized body &  mind,0,False,False,3.0,8.0,183.3333333333333,,False,,No Score,False
randox health london limited,1,True,False,1.0,0.0,0.0,,False,,No Score,False
corporate covid tests,1,False,False,4.0,3.0,29.761904761904763,,False,2.8,2-3,True
flow living medi-care services,1,True,True,1.0,1.0,10.526315789473683,,False,,No Score,False
uk covid test centre,1,False,False,3.0,1.0,27.247191011235948,,False,,No Score,False
london nutrition doctor,1,False,False,1.0,0.0,0.0,,False,4.5,4-5,True
ctm (nhs t&t),1,True,False,1.0,1.0,20.0,,False,1.7,1-2,True
29 fleet street ltd t/a fleet street clinic,1,False,False,2.0,0.0,0.0,,False,,No Score,False
kyl healthcare services limited t/as the honeybee private nurse clinic,1,True,False,3.0,0.0,0.0,,False,3.1,3-4,True
the mayfair gp,1,True,False,2.0,0.0,0.0,,False,,No Score,False
guildhall pharmacy,1,True,False,1.0,0.0,0.0,,False,3.7,3-4,True
atruchecks,1,True,False,1.0,2.0,57.60869565217392,,False,4.6,4-5,True
"cheltenham, worcester and west midlands travel clinics",1,False,True,3.0,0.0,0.0,,False,4.9,4-5,True
fit2fly test ltd,1,True,False,1.0,0.0,0.0,,False,,No Score,False
solice health ltd,1,False,False,1.0,0.0,0.0,,False,,No Score,False
mdna life sciences,1,False,True,2.0,1.0,100.0,advent life sciences llp,True,,No Score,False
doctor driver assessment ltd,0,True,False,1.0,5.0,135.78165190054298,,False,4.5,4-5,True
zava,1,False,False,1.0,0.0,0.0,,False,4.8,4-5,True
empire medicines ltd t/a empire pharmacy,1,True,False,1.0,0.0,0.0,,False,,No Score,False
my express testing,1,False,False,5.0,0.0,0.0,,False,2.5,2-3,True
samedaydoctor city clinic,1,True,False,2.0,1.0,31.03448275862069,,False,,No Score,False
research consultancy and health ltd,1,False,False,2.0,1.0,12.0,,False,,No Score,False
katalyst laboratories,1,True,False,1.0,0.0,0.0,,False,,No Score,False
fusion pharmacy,1,False,False,2.0,1.0,8.433734939759036,,False,4.7,4-5,True
#nomad travel,1,True,False,3.0,2.0,74.74747474747475,,False,3.1,3-4,True
live covid testing,0,False,False,2.0,11.0,165.95744680851064,,False,4.1,4-5,True
rapid health test,1,False,False,1.0,1.0,10.050251256281408,,False,,No Score,False
"dr wayne cottrell, private gp canary wharf",1,True,False,2.0,1.0,7.476635514018691,,False,,No Score,False
"c & h esher ltd t/a central pharmacy, esher",1,False,False,2.0,0.0,0.0,,False,4.9,4-5,True
pyramid pharmacy bermondsey,1,False,False,3.0,1.0,24.369747899159663,,False,,No Score,False
crown laboratories ltd,1,True,False,1.0,1.0,127.27272727272728,,False,,No Score,False
01 harley street,1,True,False,4.0,1.0,5.799648506151142,harley street breast clinics ltd,True,3.8,3-4,True
red 1 response,1,False,False,1.0,1.0,14.109878838387068,,False,,No Score,False
skc occupational health oxford,1,True,False,2.0,0.0,0.0,,False,,No Score,False
assuredscreening.com,1,False,False,3.0,1.0,13.262599469496026,,False,,No Score,False
the melton clinic,1,True,False,2.0,1.0,19.24119241192412,,False,,No Score,False
centennial medical care,1,True,False,2.0,1.0,35.21739130434783,,False,4.3,4-5,True
"covid fit to fly tes t/a nash travel, tourism and transport services ltd.",1,True,False,3.0,1.0,3.669926784960635,,False,2.0,1-2,True
3a covid testing limited,1,False,False,4.0,1.0,51.30674002751031,ais covid testing ltd,True,,No Score,False
premier clinic ltd,1,True,False,1.0,0.0,0.0,premier clinical care ltd,True,,No Score,False
orchard clinic / orchard blood,1,True,False,1.0,0.0,0.0,,False,1.4,1-2,True
nph group,1,True,False,1.0,0.0,0.0,,False,,No Score,False
occupational health prime,1,True,False,1.0,0.0,0.0,abbey meads occupational health services limited,True,,No Score,False
01pcrtravel london,1,True,False,2.0,1.0,645.0,,False,,No Score,False
the clinic mk ltd,1,True,False,1.0,0.0,0.0,,False,3.2,3-4,True
alphabiolabs,1,False,True,1.0,4.0,100.0,,False,,No Score,False
1 health hub,0,False,False,3.0,9.0,805.7398630858346,,False,,No Score,False
bupa occupational health ltd.,1,True,False,2.0,0.0,0.0,,False,,No Score,False
top health clinic,1,True,False,3.0,1.0,13.397790055248624,,False,,No Score,False
healthium clinics,0,True,False,2.0,5.0,350.0,,False,,No Score,False
proviris solutions,1,True,True,1.0,1.0,18.62711864406779,,False,,No Score,False
objective health ltd,1,True,False,1.0,0.0,0.0,objective: health limited,True,3.6,3-4,True
dochq.co.uk,1,True,False,1.0,0.0,0.0,,False,2.8,2-3,True
fitnessgenes,1,False,False,1.0,2.0,6.289308176100629,,False,,No Score,False
coyne medical,1,False,False,3.0,0.0,0.0,,False,,No Score,False
nivha laboratory services ltd,1,True,False,3.0,1.0,4.878048780487799,c4l laboratory services ltd,True,2.6,2-3,True
heathrow medical services,1,True,False,3.0,1.0,17.098445595854923,,False,3.4,3-4,True
pexpo diagnostic,1,True,False,2.0,3.0,100.0,,False,,No Score,False
em analytical ltd,1,True,False,1.0,0.0,0.0,,False,,No Score,False
abicare health,1,False,False,3.0,4.0,241.33333333333331,abicare health solutions ltd,True,3.2,3-4,True
fit to fly uk,1,True,False,2.0,2.0,72.72727272727273,fit to fly essex limited,True,,No Score,False
coker chest clinic,1,False,False,1.0,2.0,50.0,,False,3.3,3-4,True
agilis health,1,False,False,1.0,0.0,0.0,,False,,No Score,False
covid 19 private test ltd,1,True,False,3.0,1.0,22.115577889447238,covid private tests limited,True,,No Score,False
healthyaa clinic,1,True,False,6.0,2.0,16.405511811023622,,False,,No Score,False
citydoc medical limited,1,True,False,4.0,3.0,11.842105263157894,,False,,No Score,False
ck doctors covid travel clinics,1,True,False,4.0,3.0,100.9375,,False,,No Score,False
dears pharmacy & travel clinic,1,True,False,1.0,0.0,0.0,,False,2.2,2-3,True
pillhub-feltham pharmacy,1,True,False,2.0,1.0,17.923076923076916,,False,,No Score,False
pharmacy led clinic,1,False,False,1.0,0.0,0.0,,False,3.2,3-4,True
10 harley linknurse clinic london,1,False,False,1.0,0.0,0.0,,False,,No Score,False
0044 covid test,0,False,False,4.0,5.0,74.74747474747475,,False,1.5,1-2,True
zoomdoc health,1,True,False,2.0,2.0,26.595744680851062,,False,,,
biogroup laboratory,1,True,False,1.0,1.0,16.666666666666664,,False,,No Score,False
dajani pharmacy,1,True,False,1.0,0.0,0.0,,False,4.7,4-5,True
1westendmedicalpracticeuk,1,True,False,2.0,1.0,87.16577540106952,,False,,No Score,False
linbury doctors,1,True,False,1.0,0.0,0.0,,False,,No Score,False
hale clinic harley street,0,True,False,3.0,6.0,306.1224489795918,,False,,No Score,False
medical covid test,1,False,False,4.0,3.0,275.0,,False,,No Score,False
dr wayne cottrell,1,True,False,3.0,1.0,5.414012738853508,,False,,No Score,False
site lt,1,True,False,1.0,2.0,33.33333333333333,,False,,No Score,False
zen healthcare (purecare ltd),1,False,False,3.0,2.0,41.77966101694915,,False,,,
mare st clinic,1,True,False,1.0,1.0,15.873015873015872,,False,,No Score,False
global express travel health clinic ltd,1,False,False,4.0,2.0,27.90530012325868,,False,4.4,4-5,True
locaton medical services ltd,1,True,False,3.0,1.0,29.611650485436904,uk independent medical services ltd,True,,No Score,False
home2lab,1,False,False,2.0,1.0,16.094986807387862,,False,3.4,3-4,True
the palace gate practice limited,1,False,False,1.0,1.0,28.205128205128204,,False,,No Score,False
book a travel test,1,False,False,2.0,0.0,0.0,,False,1.9,1-2,True
avicenna health,1,True,False,1.0,1.0,14.285714285714285,avicenna healthcare ltd,True,,No Score,False
harleystreet,0,True,False,11.0,6.0,306.1224489795918,harleystreet - psychotherapist.co.uk limited,True,4.4,4-5,True
01harleystreet,1,True,False,2.0,1.0,395.0,,False,3.8,3-4,True
harleys pharmacy,1,True,False,1.0,0.0,0.0,,False,,No Score,False
olive health & travel clinic,1,False,False,1.0,0.0,0.0,olive health ltd,True,,No Score,False
same day clinic,1,False,False,1.0,0.0,0.0,,False,3.3,3-4,True
atlas medical services ltd,1,True,False,4.0,1.0,27.142857142857142,,False,,No Score,False
uk event medics limited,1,True,False,2.0,1.0,22.07792207792208,uk event medics limited,True,,No Score,False
chhp and ceritific,1,False,False,1.0,0.0,0.0,,False,,No Score,False
longridge travel health clinic,1,True,False,4.0,2.0,18.20472565601129,,False,,No Score,False
global health travel clinic,1,True,False,2.0,0.0,0.0,,False,,No Score,False
everything genetic,1,False,False,5.0,3.0,79.70153918274866,,False,,No Score,False
brunswick hygiene ltd,1,False,False,2.0,2.0,31.543624161073826,,False,,No Score,False
covitests,1,True,False,1.0,0.0,0.0,,False,4.4,4-5,True
iq doctor,1,False,False,1.0,0.0,0.0,,False,,No Score,False
courtfield private practice,1,True,False,1.0,0.0,0.0,,False,2.7,2-3,True
rapid covid testing,1,False,False,2.0,1.0,44.44444444444444,,False,1.8,1-2,True
"cheltenham, worcester & west midlands travel clinics",1,False,True,3.0,0.0,0.0,,False,3.7,3-4,True
physiowork therapy uk ltd,1,False,False,1.0,0.0,0.0,,False,,No Score,False
101 expert doctors,0,True,False,3.0,9.0,1081.081081081081,expert doctors ltd,True,3.0,2-3,True
covid test pick and drop,1,False,False,2.0,1.0,118.4873949579832,,False,,No Score,False
lyca health,1,False,False,1.0,0.0,0.0,lyca health canary wharf limited,True,,No Score,False
0-100 travel 19,1,False,True,2.0,1.0,14.87550542668652,,False,1.4,1-2,True
medical testing,0,True,False,7.0,6.0,209.375,j2 medical testing uk ltd,True,4.1,4-5,True
medical diagnosis,1,False,False,2.0,1.0,30.82706766917293,medical diagnosis and prediction company limited,True,3.4,3-4,True
medplus test,1,True,False,1.0,1.0,41.7989417989418,,False,3.2,3-4,True
biograd diagnostic laboratories,1,True,False,2.0,3.0,100.0,dna diagnostics laboratories limited,True,,No Score,False
peplobio,1,True,False,1.0,0.0,0.0,,False,,No Score,False
better2know,1,True,False,1.0,1.0,43.0622009569378,better2know international limited,True,4.0,3-4,True
the london general practice,1,True,False,1.0,0.0,0.0,the london general practice limited,True,4.7,4-5,True
kurix health,1,False,False,1.0,0.0,0.0,,False,3.1,3-4,True
concierge medical,1,False,False,3.0,0.0,0.0,concierge medical consultancy ltd,True,3.3,3-4,True
247hometesting,1,True,True,2.0,3.0,80.62015503875969,,False,1.6,1-2,True
a1 track&travel,1,True,False,1.0,1.0,105.26315789473684,,False,,No Score,False
nx healthcare,1,True,False,6.0,2.0,39.20353982300885,,False,,No Score,False
sevenoaks gp t/a the private gp clinic,1,True,False,2.0,0.0,0.0,,False,3.4,3-4,True
ambutech pre-hospital care,1,False,False,1.0,0.0,0.0,,False,,No Score,False
acethetix,1,True,False,2.0,0.0,0.0,acethetix testing services online ltd,True,,No Score,False
biotherapy services,1,True,False,1.0,0.0,0.0,,False,3.0,2-3,True
rapid pcr,1,True,False,1.0,0.0,0.0,,False,3.2,3-4,True
audley pharmacy,1,True,False,1.0,1.0,5.88235294117647,,False,,No Score,False
ask chemist,1,False,False,1.0,1.0,19.696969696969692,k's chemists limited,True,4.4,4-5,True
synlab,1,True,False,1.0,1.0,10.81081081081081,synlab uk limited,True,,No Score,False
123tests.co.uk,1,False,False,1.0,3.0,316.66666666666663,,False,1.4,1-2,True
doctap ltd,1,False,False,2.0,2.0,19.73684210526316,,False,1.7,1-2,True
01 ct24 solutions ltd,1,True,False,2.0,3.0,68.0,,False,3.8,3-4,True
chb medical ltd,1,True,False,3.0,1.0,33.33333333333333,chb medical limited,True,,No Score,False
pennfields pharmacy,1,True,False,1.0,0.0,0.0,,False,3.1,3-4,True
quick meds using labmedexpert,1,False,False,3.0,1.0,47.02702702702703,,False,,No Score,False
uk event medics,1,True,False,3.0,1.0,15.887850467289724,uk event medics limited,True,2.9,2-3,True
pexpo diagnostics,1,True,False,3.0,3.0,100.0,,False,3.2,3-4,True
protein technologies t/a rapiditydx,1,True,True,3.0,0.0,0.0,,False,4.1,4-5,True
apollo testing,0,True,False,1.0,5.0,43.82022471910113,,False,,No Score,False
covid test today,1,False,True,2.0,1.0,62.5,,False,,No Score,False
tower bridge wellness pharmacy,1,True,False,1.0,0.0,0.0,,False,4.2,4-5,False
cosmebeaute,1,True,False,1.0,0.0,0.0,,False,2.8,2-3,True
private harley street clinic,1,False,True,2.0,2.0,40.833333333333336,private harley street clinic ltd.,True,4.0,3-4,True
medical and rescue,1,True,False,3.0,0.0,0.0,medical and rescue services ltd,True,3.6,3-4,True
clnq,1,False,False,1.0,0.0,0.0,,False,4.3,4-5,True
nationwide pathology,1,True,False,2.0,2.0,23.423423423423426,,False,,No Score,False
world travel clinic,1,False,False,1.0,2.0,12.060301507537687,,False,,No Score,False
la perla clinic,1,False,False,1.0,0.0,0.0,,False,,No Score,False
arriving uk,1,True,False,2.0,1.0,88.8268156424581,arriving limited,True,4.4,4-5,True
masta,1,False,False,1.0,1.0,7.035175879396985,masta build ltd,True,3.7,3-4,True
biograd diagnostics,1,True,False,2.0,3.0,100.0,,False,,No Score,False
avante health ltd,1,False,False,1.0,0.0,0.0,,False,,No Score,False
msi clinics limited,1,True,False,2.0,1.0,21.03448275862069,,False,,No Score,False
my london pharmacy,1,False,False,1.0,0.0,0.0,,False,4.1,4-5,True
excalibur diagnostics ltd,1,True,False,2.0,1.0,30.8641975308642,excalibur ,True,1.4,1-2,True
"hampstead heath pharmacy, travel health & vaccination clinic",1,False,False,1.0,0.0,0.0,,False,3.8,3-4,True
001 digital health group ltd t/a pharma diagnostics,1,True,False,2.0,2.0,6.422018348623854,,False,,No Score,False
cov19care ltd,1,False,False,2.0,1.0,23.589743589743588,,False,,No Score,False
@01a my express testing,1,False,False,5.0,0.0,0.0,,False,,No Score,False
tp healthcare services,1,False,False,4.0,1.0,23.943661971830984,tp healthcare ltd,True,1.4,1-2,True
screen4,1,True,False,1.0,3.0,42.85714285714285,screen4paws ltd,True,,No Score,False
est-health wellness clinic,1,False,False,1.0,1.0,24.864864864864867,the aesthetic & wellness clinic ltd.,True,2.1,2-3,True
medi-park clinic,1,True,False,1.0,4.0,27.727272727272727,,False,4.5,4-5,True
xana medtec ltd,1,False,False,2.0,3.0,68.10344827586206,,False,,No Score,False
123clinics,0,True,False,2.0,5.0,1096.7871485943776,,False,,No Score,False
nomad travel,1,True,False,3.0,2.0,74.74747474747475,nomad travel (t/a adams travel) ltd,True,,No Score,False
klarity,1,False,False,1.0,0.0,0.0,klarity limited,True,1.6,1-2,True
iq  doctor,1,False,False,1.0,0.0,0.0,,False,,No Score,False
arrivinguk,1,True,False,2.0,1.0,88.8268156424581,,False,,No Score,False
myhealthchecked,1,True,False,1.0,2.0,11.76470588235294,,False,2.7,2-3,True
1 pcrtravel london,1,True,False,2.0,1.0,645.0,,False,,No Score,False
dorset private gp,1,True,False,1.0,2.0,10.0,dorset private medical clinic llp,True,,No Score,False
edgbaston private medical practice,1,False,False,2.0,0.0,0.0,,False,,No Score,False
london vaccination clinic,1,False,False,1.0,0.0,0.0,,False,3.1,3-4,True
covidfly,1,True,False,1.0,3.0,122.5,,False,,No Score,False
sterling testing,0,False,False,1.0,5.0,142.84285714285716,sterling testing limited,True,,No Score,False
1 affordabletest.com,1,True,False,3.0,2.0,55.13910850891064,,False,2.7,2-3,True
001 alpha express testing,1,False,False,4.0,1.0,72.41189047520518,,False,3.6,3-4,True
source bioscience,1,True,False,1.0,0.0,0.0,,False,,No Score,False
hawkes health,1,False,False,1.0,1.0,14.285714285714285,hawkes healthcare limited,True,,No Score,False
doctors covid travel clinics,1,True,False,4.0,3.0,100.9375,,False,,No Score,False
east midlands laser and cosmetic clinic ltd,1,True,False,2.0,1.0,1.2987012987012987,,False,,No Score,False
boots uk,1,False,False,1.0,2.0,9.375,boots uk limited,True,1.9,1-2,True
ais covid testing ltd,0,True,False,3.0,7.0,120.58823529411764,alpha biolaboratories covid-19 testing limited,True,4.4,4-5,True
1st class testing,1,False,False,4.0,2.0,88.18181818181819,peters share class testing ltd,True,2.1,2-3,True
one scientific ltd,1,True,False,2.0,1.0,10.422535211267606,one scientific limited,True,3.3,3-4,True
yakub chemist,1,True,False,1.0,1.0,21.052631578947366,,False,,No Score,False
ct24 solutions ltd,1,True,False,2.0,3.0,68.0,,False,,No Score,False
collinson,1,True,False,1.0,1.0,16.363636363636363,collinson hall ltd,True,,No Score,False
clinicare uk,1,True,False,1.0,1.0,19.047619047619047,a.p clinicare ltd,True,,No Score,False
caxton pharmacy,1,True,False,2.0,1.0,19.565217391304348,,False,4.3,4-5,True
20/30 labs,1,True,False,1.0,2.0,21.105527638190956,,False,3.7,3-4,True
sirkka networks limited,1,True,False,1.0,1.0,5.185185185185185,sunart networks limited,True,,No Score,False
0 covid clear,0,True,True,2.0,9.0,3495.959595959596,covid clear environment ltd,True,,No Score,False
pcr labs,1,True,False,1.0,0.0,0.0,,False,,No Score,False
quick clinics,0,True,False,1.0,10.0,1886.6666666666667,,False,3.9,3-4,True
ihomecare,1,False,False,1.0,0.0,0.0,ihomecarelogistics limited,True,4.0,3-4,True
med24 limited,1,False,False,1.0,1.0,20.0,med24 limited,True,,No Score,False
complete covid tests,1,True,True,2.0,1.0,550.0,,False,,No Score,False
trio pharmacy,1,False,False,1.0,0.0,0.0,,False,,No Score,False
bansals pharmacy (southend on sea),1,False,False,3.0,1.0,30.681818181818183,,False,,No Score,False
now test,1,True,False,1.0,1.0,42.30769230769231,,False,,No Score,False
alphamedicol ltd,1,False,False,2.0,0.0,0.0,,False,3.7,3-4,True
quick meds,1,False,False,2.0,0.0,0.0,quickmeds limited,True,4.2,4-5,True
test assurance group,1,True,False,1.0,0.0,0.0,,False,4.5,4-5,True
flysurance,1,False,False,1.0,1.0,12.82051282051282,,False,3.8,3-4,True
wren healthcare,1,True,False,3.0,2.0,70.5,wren healthcare education limited,True,,No Score,False
covid smart limited,1,True,False,1.0,0.0,0.0,,False,,No Score,False
advisa medica,1,True,False,3.0,2.0,32.72727272727273,,False,,No Score,False
reading fit to fly/oxford road clinics ltd,1,True,False,2.0,0.0,0.0,,False,,No Score,False
new street pharmacy t/a the travel vaccine room,1,False,False,3.0,1.0,2.081324788748362,,False,,No Score,False
north and north west london covid tests,1,False,False,2.0,1.0,46.51162790697674,,False,,No Score,False
totley pharmacy ltd,1,True,False,1.0,0.0,0.0,,False,,No Score,False
roc health services,1,False,False,1.0,2.0,37.5,,False,,No Score,False
travel test centre ltd,1,True,False,1.0,0.0,0.0,,False,4.4,4-5,True
01 health hub,0,False,False,3.0,9.0,805.7398630858346,arts & health hub c.i.c.,True,,No Score,False
@corona tests,1,True,False,1.0,1.0,42.0,,False,,No Score,False
the montague clinic,1,False,False,1.0,3.0,79.7979797979798,,False,,No Score,False
reading fit to fly,1,True,False,2.0,0.0,0.0,,False,,No Score,False
abbeycovidscreening,1,False,False,1.0,0.0,0.0,,False,3.2,3-4,True
doctap,1,False,False,2.0,2.0,19.73684210526316,,False,4.4,4-5,True
test to you,1,True,False,1.0,1.0,12.0,,False,,No Score,False
shantys pharmacy,1,True,False,1.0,1.0,6.521739130434782,,False,,No Score,False
1st class testing ltd,1,False,False,4.0,2.0,88.18181818181819,peters share class testing ltd,True,2.1,2-3,True
044 covid test,0,False,False,4.0,5.0,74.74747474747475,,False,1.5,1-2,True
1west end medical practice uk ltd,1,True,False,3.0,0.0,0.0,west end medical practice (uk) ltd,True,,No Score,False
an sf screening and vaccination service,1,False,False,1.0,0.0,0.0,,False,,No Score,False
coronafocus by oncologica uk ltd (t/a oncologica uk ltd),1,False,False,2.0,2.0,20.0,,False,,No Score,False
1  nomad,1,True,False,2.0,1.0,395.0,,False,3.1,3-4,True
just health,1,True,False,1.0,0.0,0.0,just health limited,True,2.9,2-3,True
the health clinic by ar limited,1,True,False,3.0,1.0,13.843648208469048,,False,,No Score,False
helix services limited also t/a travel test assured,1,False,False,1.0,1.0,5.88235294117647,,False,3.5,3-4,True
medicines online,0,True,False,2.0,8.0,245.00000000000003,,False,,No Score,False
00expert tms limited,0,False,False,3.0,7.0,2304.6092184368736,,False,3.1,3-4,True
the health suite,1,False,False,1.0,4.0,49.494949494949495,,False,,No Score,False
medchecks,1,True,False,1.0,0.0,0.0,,False,,No Score,False
vitacheck,1,True,False,1.0,0.0,0.0,vitacheck health limited,True,,No Score,False
project screen by prenetics,1,False,False,1.0,1.0,6.097560975609756,,False,1.8,1-2,True
coop pharmacy,1,True,False,1.0,1.0,7.663551401869162,,False,,No Score,False
jdoc medical limited,1,False,False,6.0,3.0,11.842105263157894,,False,,No Score,False
well pharmacy (bestway national chemists),1,True,False,2.0,1.0,15.909090909090908,,False,,No Score,False
0044healthtesting,1,True,False,1.0,0.0,0.0,,False,,No Score,False
